dep_id,application_id,application_name,library,version,license,dependency_type,last_updated,transitive_deps
DEP-0481,APP-010,VendorGateway,json-iterator,2.9.7,BSD-2-Clause,direct,2025-06-08,vue:1.10.0
DEP-0482,APP-010,VendorGateway,gorm,2.10.5,ISC,direct,2025-01-30,tomcat-embed-core:4.1.0
DEP-0483,APP-010,VendorGateway,go-jwt,1.6.3,LGPL-3.0,direct,2025-04-05,bouncycastle-bcprov:2.0.1;tomcat-embed-core:2.6.4
DEP-0484,APP-010,VendorGateway,mux,5.11.5,MIT,direct,2025-11-19,bcrypt:2.9.2;bouncycastle-bcprov:2.4.0;chalk:1.3.5
DEP-0485,APP-010,VendorGateway,uuid-go,4.2.2,BSD-3-Clause,direct,2025-03-06,
DEP-0486,APP-010,VendorGateway,chalk,1.12.8,ISC,transitive,2025-01-12,
DEP-0487,APP-010,VendorGateway,vue,1.2.3,MIT,transitive,2025-03-12,
DEP-0488,APP-010,VendorGateway,hibernate-validator,2.4.0,Dual-MIT/Commercial,transitive,2024-09-27,
DEP-0489,APP-010,VendorGateway,tomcat-embed-core,3.5.1,BSD-2-Clause,transitive,2025-07-24,
DEP-0490,APP-010,VendorGateway,pip,3.5.0,UNKNOWN,transitive,2025-03-14,
DEP-0491,APP-010,VendorGateway,chi,1.11.6,Unlicense,transitive,2025-12-17,
DEP-0492,APP-010,VendorGateway,commons-codec,2.7.3,Unlicense,transitive,2025-07-10,
DEP-0493,APP-010,VendorGateway,certifi,2.7.3,Apache-2.0,transitive,2024-09-04,
DEP-0494,APP-010,VendorGateway,bcrypt,2.2.3,Apache-2.0,transitive,2024-06-22,
DEP-0495,APP-010,VendorGateway,crypto-go,4.10.3,Apache-2.0,transitive,2026-03-23,
DEP-0496,APP-010,VendorGateway,protobuf-java,4.1.8,MIT,transitive,2025-06-22,
DEP-0497,APP-010,VendorGateway,mux,4.0.1,Unlicense,transitive,2024-10-14,
DEP-0498,APP-010,VendorGateway,bouncycastle-bcprov,3.2.0,UNKNOWN,transitive,2025-12-08,
DEP-0499,APP-010,VendorGateway,chai,3.11.1,ISC,transitive,2024-11-15,
DEP-0500,APP-010,VendorGateway,nodemon,2.3.0,ISC,transitive,2020-04-01,
